rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,distance_type
COIMBRES03DEL02 ,35.0,4.0,11.025083,77.015393,11.155083,77.145393,31-03-2022,fog,low,0,buffet,motorcycle,2.0,no,urban,43,COIMB,31,3,thursday,0,5.0,23.0,night,20.252959556511744,very_long
BANGRES08DEL02 ,28.0,4.5,12.906229,77.596791,12.926229,77.616791,07-03-2022,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,29,BANG,7,3,monday,0,15.0,10.0,morning,3.1055339788849823,short
KNPRES08DEL01 ,36.0,4.9,,,,,17-02-2022,fog,high,0,meal,motorcycle,1.0,no,metropolitian,27,KNP,17,2,thursday,0,10.0,13.0,afternoon,,
SURRES19DEL01 ,,,21.149669,72.772629,21.219669,72.842629,29-03-2022,fog,low,0,meal,motorcycle,1.0,yes,metropolitian,40,SUR,29,3,tuesday,0,,,,10.64228895373868,long
COIMBRES11DEL01 ,37.0,4.6,11.001753,76.986241,11.071753,77.056241,27-03-2022,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,28,COIMB,27,3,sunday,1,5.0,22.0,night,10.906414500350794,long
VADRES16DEL01 ,35.0,4.9,,,,,17-03-2022,sandstorms,medium,1,buffet,motorcycle,1.0,no,metropolitian,33,VAD,17,3,thursday,0,10.0,15.0,afternoon,,
INDORES18DEL03 ,35.0,4.2,22.753839,75.897429,22.843839,75.987429,04-03-2022,fog,low,0,meal,motorcycle,2.0,no,metropolitian,44,INDO,4,3,friday,0,10.0,23.0,night,13.61116354777465,long
DEHRES05DEL01 ,39.0,4.8,30.346994,78.062543,30.386994,78.102543,11-02-2022,sunny,medium,0,drinks,motorcycle,1.0,no,urban,21,DEH,11,2,friday,0,10.0,17.0,afternoon,5.874515354538112,medium
SURRES13DEL02 ,39.0,4.8,21.170096,72.789122,21.190096,72.809122,19-03-2022,stormy,low,1,drinks,motorcycle,0.0,no,metropolitian,29,SUR,19,3,saturday,1,15.0,10.0,morning,3.040697853651633,short
MYSRES19DEL02 ,27.0,4.0,12.334022,76.618203,12.354022,76.638203,30-03-2022,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,16,MYS,30,3,wednesday,0,5.0,11.0,morning,3.108925571154772,short
JAPRES07DEL03 ,23.0,3.1,26.766536,75.837333,26.856536,75.927333,20-03-2022,sunny,low,2,meal,scooter,1.0,no,metropolitian,44,JAP,20,3,sunday,1,5.0,22.0,night,13.413644078076244,long
ALHRES03DEL01 ,33.0,4.0,25.451517,81.832616,25.491517,81.872616,15-02-2022,fog,high,2,drinks,electric_scooter,1.0,no,metropolitian,38,ALH,15,2,tuesday,0,10.0,13.0,afternoon,5.9922347624086845,medium
JAPRES09DEL03 ,22.0,4.6,26.911378,75.789034,26.941378,75.819034,01-04-2022,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,28,JAP,1,4,friday,0,5.0,18.0,evening,4.469203457950985,short
RANCHIRES11DEL03 ,21.0,4.6,23.359194,85.325447,23.389194,85.355447,09-03-2022,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,21,RANCHI,9,3,wednesday,0,15.0,19.0,evening,4.528162065607132,short
KOLRES03DEL01 ,20.0,4.5,22.526461,88.364453,22.566461,88.404453,11-02-2022,windy,high,2,snack,electric_scooter,1.0,no,urban,23,KOL,11,2,friday,0,10.0,13.0,afternoon,6.054527674480537,medium
PUNERES17DEL02 ,31.0,4.7,18.530963,73.828972,18.580963,73.878972,05-03-2022,windy,medium,0,meal,motorcycle,0.0,no,metropolitian,33,PUNE,5,3,saturday,1,15.0,18.0,evening,7.66101794664148,medium
INDORES08DEL01 ,22.0,5.0,22.725748,75.898497,22.795748,75.968497,02-03-2022,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,44,INDO,2,3,wednesday,0,15.0,20.0,evening,10.587819003215479,long
DEHRES04DEL03 ,20.0,4.6,30.340722,78.060221,30.480722,78.200221,16-02-2022,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,38,DEH,16,2,wednesday,0,10.0,18.0,evening,20.556873469392375,very_long
MYSRES04DEL02 ,23.0,4.7,12.3085,76.665808,12.3585,76.715808,03-04-2022,sandstorms,jam,1,buffet,scooter,0.0,no,metropolitian,12,MYS,3,4,sunday,1,10.0,19.0,evening,7.772466272035551,medium
RANCHIRES01DEL02 ,30.0,4.9,23.416792,85.316842,23.496792,85.396842,02-03-2022,stormy,medium,0,buffet,motorcycle,,no,metropolitian,43,RANCHI,2,3,wednesday,0,15.0,17.0,afternoon,12.071652559029582,long
PUNERES11DEL03 ,36.0,4.6,18.533811,73.899315,18.623811,73.989315,14-03-2022,sandstorms,low,1,meal,motorcycle,1.0,no,urban,21,PUNE,14,3,monday,0,10.0,22.0,night,13.788957415778517,long
LUDHRES11DEL02 ,33.0,4.7,30.893081,75.821495,30.913081,75.841495,15-02-2022,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,LUDH,15,2,tuesday,0,15.0,9.0,morning,2.9303422228167397,short
COIMBRES09DEL01 ,,,11.008638,76.984311,11.118638,77.094311,20-03-2022,sunny,low,1,snack,motorcycle,0.0,no,metropolitian,28,COIMB,20,3,sunday,1,,,,17.137879924186517,very_long
ALHRES11DEL03 ,25.0,4.7,,,,,17-02-2022,fog,low,1,snack,scooter,0.0,no,metropolitian,12,ALH,17,2,thursday,0,10.0,22.0,night,,
KNPRES13DEL01 ,27.0,4.2,26.481547,80.299775,26.591547,80.409775,18-02-2022,cloudy,jam,2,drinks,electric_scooter,0.0,no,metropolitian,38,KNP,18,2,friday,0,5.0,20.0,evening,16.41201262107611,very_long
ALHRES01DEL02 ,37.0,4.9,25.454648,81.834502,25.474648,81.854502,13-02-2022,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,20,ALH,13,2,sunday,1,10.0,10.0,morning,2.996194246947018,short
MUMRES04DEL03 ,29.0,5.0,19.254567,72.848923,19.314567,72.908923,17-03-2022,sunny,jam,1,snack,scooter,0.0,no,metropolitian,16,MUM,17,3,thursday,0,10.0,20.0,evening,9.17431677402621,medium
AURGRES08DEL03 ,27.0,4.8,19.876428,75.364792,19.906428,75.394792,11-02-2022,sunny,jam,1,drinks,motorcycle,0.0,no,urban,15,AURG,11,2,friday,0,10.0,20.0,evening,4.579035880489321,short
MUMRES03DEL01 ,30.0,4.5,19.22384,72.841347,19.33384,72.951347,16-03-2022,sandstorms,medium,1,drinks,motorcycle,1.0,no,,21,MUM,16,3,wednesday,0,15.0,17.0,afternoon,16.819856608097247,very_long
PUNERES08DEL02 ,29.0,4.5,18.53408,73.89852,18.55408,73.91852,19-03-2022,fog,low,2,drinks,scooter,1.0,no,metropolitian,17,PUNE,19,3,saturday,1,5.0,10.0,morning,3.064508186852737,short
AGRRES06DEL03 ,29.0,4.7,,,,,16-02-2022,stormy,jam,2,drinks,electric_scooter,0.0,no,urban,24,AGR,16,2,wednesday,0,5.0,22.0,night,,
COIMBRES11DEL01 ,,,11.001753,76.986241,11.041753,77.026241,26-03-2022,sandstorms,medium,2,buffet,scooter,0.0,no,metropolitian,29,COIMB,26,3,saturday,1,,,,6.232393050016768,medium
JAPRES06DEL01 ,37.0,4.6,26.911927,75.797282,26.981927,75.867282,10-03-2022,sandstorms,medium,1,meal,scooter,1.0,no,metropolitian,27,JAP,10,3,thursday,0,10.0,17.0,afternoon,10.42729940099495,long
MUMRES05DEL01 ,25.0,4.6,18.927584,72.832585,18.937584,72.842585,07-03-2022,stormy,high,2,drinks,electric_scooter,0.0,no,urban,22,MUM,7,3,monday,0,5.0,11.0,morning,1.53058864856925,short
CHENRES14DEL01 ,36.0,4.4,13.026279,80.174568,13.096279,80.244568,27-03-2022,stormy,medium,0,meal,motorcycle,2.0,no,metropolitian,39,CHEN,27,3,sunday,1,10.0,17.0,afternoon,10.866277692518308,long
CHENRES03DEL02 ,29.0,4.6,13.091809,80.219104,13.111809,80.239104,24-03-2022,windy,high,0,drinks,motorcycle,1.0,no,metropolitian,22,CHEN,24,3,thursday,0,10.0,11.0,morning,3.104402431477901,short
SURRES19DEL01 ,25.0,4.6,21.149669,72.772629,21.219669,72.842629,04-04-2022,stormy,low,2,buffet,motorcycle,1.0,no,urban,19,SUR,4,4,monday,0,5.0,23.0,night,10.64228895373868,long
MYSRES06DEL03 ,39.0,4.6,12.323994,76.626167,12.383994,76.686167,01-03-2022,fog,jam,1,buffet,motorcycle,1.0,no,,29,MYS,1,3,tuesday,0,15.0,19.0,evening,9.326602961232513,medium
COIMBRES17DEL03 ,28.0,5.0,11.026117,76.944652,11.116117,77.034652,31-03-2022,stormy,low,1,buffet,scooter,1.0,no,metropolitian,19,COIMB,31,3,thursday,0,10.0,23.0,night,14.021726512881596,long
CHENRES17DEL03 ,35.0,4.9,13.045479,80.23311,13.075479,80.26311,15-03-2022,sunny,jam,0,drinks,motorcycle,1.0,no,metropolitian,20,CHEN,15,3,tuesday,0,10.0,19.0,evening,4.656983638230308,short
CHENRES02DEL01 ,30.0,4.7,13.086438,80.220672,13.196438,80.330672,12-03-2022,fog,jam,2,drinks,scooter,1.0,no,metropolitian,35,CHEN,12,3,saturday,1,5.0,19.0,evening,17.072871906399556,very_long
KOLRES05DEL03 ,30.0,4.0,22.527893,88.368628,22.617893,88.458628,12-02-2022,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,39,KOL,12,2,saturday,1,5.0,21.0,night,13.621484759967666,long
BANGRES17DEL03 ,20.0,4.6,12.972532,77.608179,13.002532,77.638179,05-03-2022,sandstorms,medium,0,snack,motorcycle,1.0,no,metropolitian,21,BANG,5,3,saturday,1,15.0,18.0,evening,4.657651549280329,short
MYSRES13DEL03 ,23.0,4.7,12.310972,76.659264,12.400972,76.749264,18-03-2022,sunny,medium,0,drinks,motorcycle,1.0,no,metropolitian,18,MYS,18,3,friday,0,10.0,18.0,evening,13.989852322089257,long
BANGRES03DEL02 ,20.0,4.6,12.979166,77.640709,12.999166,77.660709,05-03-2022,windy,low,1,snack,motorcycle,0.0,no,metropolitian,19,BANG,5,3,saturday,1,10.0,8.0,morning,3.105091096509636,short
VADRES19DEL03 ,25.0,4.7,22.311844,73.165081,22.341844,73.195081,05-04-2022,sandstorms,jam,2,drinks,electric_scooter,1.0,no,metropolitian,21,VAD,5,4,tuesday,0,15.0,21.0,night,4.544208221887867,short
SURRES11DEL03 ,26.0,4.8,21.157735,72.768778,21.217735,72.828778,03-03-2022,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,11,SUR,3,3,thursday,0,10.0,22.0,night,9.121874081416118,medium
HYDRES12DEL03 ,29.0,4.6,17.429585,78.392621,17.519585,78.482621,16-03-2022,fog,medium,0,meal,motorcycle,,no,metropolitian,38,HYD,16,3,wednesday,0,10.0,17.0,afternoon,13.830084721845328,long
VADRES19DEL02 ,36.0,4.5,22.311844,73.165081,22.361844,73.215081,21-03-2022,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,VAD,21,3,monday,0,10.0,20.0,evening,7.573429885020108,medium
KOCRES08DEL01 ,33.0,4.8,9.985497,76.276999,10.055497,76.346999,18-02-2022,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,40,KOC,18,2,friday,0,5.0,17.0,afternoon,10.924100022195042,long
ALHRES14DEL03 ,23.0,4.8,25.459775,81.834841,25.599775,81.974841,18-02-2022,sandstorms,medium,2,buffet,electric_scooter,0.0,no,urban,15,ALH,18,2,friday,0,15.0,18.0,evening,20.96825171119979,very_long
BANGRES17DEL01 ,39.0,4.8,12.972532,77.608179,12.982532,77.618179,03-04-2022,cloudy,low,2,buffet,scooter,1.0,no,metropolitian,17,BANG,3,4,sunday,1,5.0,9.0,morning,1.5525809531926802,short
CHENRES18DEL03 ,24.0,4.7,12.981615,80.231598,13.071615,80.321598,10-03-2022,sandstorms,medium,0,drinks,motorcycle,0.0,no,metropolitian,31,CHEN,10,3,thursday,0,5.0,18.0,evening,13.971881683316301,long
BANGRES01DEL03 ,25.0,4.7,12.933284,77.615428,12.963284,77.645428,15-03-2022,windy,jam,2,snack,scooter,1.0,no,urban,14,BANG,15,3,tuesday,0,10.0,21.0,night,4.658009428704457,short
HYDRES09DEL01 ,36.0,4.6,17.431668,78.408321,17.441668,78.418321,15-03-2022,cloudy,low,2,meal,motorcycle,0.0,no,urban,17,HYD,15,3,tuesday,0,10.0,9.0,morning,1.536828545242727,short
PUNERES19DEL02 ,33.0,4.7,18.563934,73.915367,18.583935,73.935367,07-03-2022,cloudy,high,1,drinks,scooter,1.0,no,urban,29,PUNE,7,3,monday,0,15.0,11.0,morning,3.0643351463849164,short
MUMRES17DEL02 ,38.0,4.4,19.121999,72.908493,19.171999,72.958493,26-03-2022,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,24,MUM,26,3,saturday,1,10.0,23.0,night,7.648280480148492,medium
INDORES08DEL03 ,38.0,4.1,22.725748,75.898497,22.755747,75.928497,24-03-2022,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,25,INDO,24,3,thursday,0,10.0,22.0,night,4.537860442229041,short
SURRES05DEL03 ,36.0,4.5,21.175104,72.804342,21.265104,72.894342,08-03-2022,windy,medium,1,drinks,motorcycle,1.0,no,urban,22,SUR,8,3,tuesday,0,5.0,18.0,evening,13.681416111912892,long
MUMRES06DEL01 ,35.0,4.6,19.055831,72.833984,19.165831,72.943984,20-03-2022,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,28,MUM,20,3,sunday,1,5.0,22.0,night,16.827953238536708,very_long
CHENRES01DEL02 ,25.0,4.8,13.005801,80.250744,13.025801,80.270744,15-03-2022,sunny,low,0,snack,motorcycle,0.0,no,urban,10,CHEN,15,3,tuesday,0,10.0,8.0,morning,3.1049287712304117,short
COIMBRES20DEL02 ,37.0,4.7,10.994136,76.963303,11.014136,76.983303,28-03-2022,sunny,high,2,snack,scooter,1.0,no,urban,21,COIMB,28,3,monday,0,15.0,11.0,morning,3.1162880555409944,short
DEHRES18DEL02 ,29.0,4.4,,,,,11-02-2022,windy,low,0,meal,motorcycle,1.0,no,metropolitian,21,DEH,11,2,friday,0,5.0,9.0,morning,,
PUNERES14DEL02 ,33.0,4.1,18.516216,73.842527,18.646216,73.972527,04-04-2022,stormy,medium,0,buffet,motorcycle,1.0,no,metropolitian,43,PUNE,4,4,monday,0,15.0,18.0,evening,19.917248415728803,very_long
RANCHIRES01DEL02 ,36.0,4.5,23.416792,85.316842,23.496792,85.396842,08-03-2022,sunny,jam,2,buffet,scooter,1.0,no,metropolitian,20,RANCHI,8,3,tuesday,0,5.0,20.0,evening,12.071652559029582,long
RANCHIRES08DEL01 ,32.0,4.7,23.353783,85.326967,23.423783,85.396967,25-03-2022,cloudy,medium,0,meal,motorcycle,2.0,no,metropolitian,36,RANCHI,25,3,friday,0,15.0,17.0,afternoon,10.565179206181444,long
MUMRES19DEL02 ,37.0,3.5,19.131141,72.813074,19.26114,72.943074,18-03-2022,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,41,MUM,18,3,friday,0,10.0,19.0,evening,19.882650147415998,very_long
CHENRES04DEL02 ,35.0,4.4,13.02978,80.208812,13.10978,80.288812,18-03-2022,sandstorms,jam,1,buffet,scooter,1.0,no,,32,CHEN,18,3,friday,0,10.0,20.0,evening,12.418394742110447,long
BANGRES04DEL02 ,32.0,4.9,12.98041,77.640489,13.03041,77.690489,21-03-2022,cloudy,medium,1,drinks,scooter,0.0,no,metropolitian,15,BANG,21,3,monday,0,5.0,17.0,afternoon,7.762480218802449,medium
MYSRES19DEL01 ,38.0,4.8,12.334022,76.618203,12.344022,76.628203,13-03-2022,fog,low,1,drinks,motorcycle,1.0,no,urban,17,MYS,13,3,sunday,1,5.0,9.0,morning,1.5544772821910615,short
CHENRES09DEL01 ,24.0,4.4,13.044694,80.26147,13.114694,80.33147,27-03-2022,fog,jam,1,meal,scooter,1.0,no,metropolitian,41,CHEN,27,3,sunday,1,5.0,20.0,evening,10.865882927764757,long
HYDRES05DEL01 ,34.0,4.3,17.433809,78.386744,17.543809,78.496744,10-03-2022,stormy,jam,0,buffet,motorcycle,2.0,no,metropolitian,44,HYD,10,3,thursday,0,10.0,20.0,evening,16.902806732498032,very_long
MUMRES03DEL01 ,,,19.22384,72.841347,19.26384,72.881347,26-03-2022,sandstorms,high,2,buffet,scooter,1.0,no,urban,22,MUM,26,3,saturday,1,,,,6.116927321899057,medium
MUMRES010DEL01 ,27.0,4.7,19.003517,72.82765,19.043517,72.86765,13-03-2022,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,28,MUM,13,3,sunday,1,10.0,15.0,afternoon,6.120777222727992,medium
MUMRES06DEL03 ,29.0,4.8,19.055831,72.833984,19.115831,72.893984,03-04-2022,sunny,jam,1,snack,motorcycle,1.0,no,urban,11,MUM,3,4,sunday,1,15.0,21.0,night,9.179538450826048,medium
VADRES04DEL01 ,28.0,4.6,,,,,24-03-2022,stormy,high,0,snack,motorcycle,0.0,no,urban,21,VAD,24,3,thursday,0,5.0,11.0,morning,,
JAPRES03DEL01 ,22.0,3.5,26.913483,75.803139,26.923483,75.813139,05-03-2022,sunny,high,0,drinks,motorcycle,1.0,yes,metropolitian,44,JAP,5,3,saturday,1,15.0,11.0,morning,1.4897806686912982,short
VADRES07DEL02 ,35.0,3.2,,,,,29-03-2022,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,32,VAD,29,3,tuesday,0,10.0,23.0,night,,
MUMRES02DEL02 ,28.0,3.3,19.221315,72.862381,19.301315,72.942381,08-03-2022,sunny,low,1,buffet,motorcycle,1.0,no,metropolitian,36,MUM,8,3,tuesday,0,15.0,23.0,night,12.233239995053252,long
VADRES13DEL02 ,36.0,5.0,22.310237,73.158921,22.390237,73.238921,02-03-2022,fog,medium,2,meal,scooter,1.0,no,metropolitian,30,VAD,2,3,wednesday,0,15.0,18.0,evening,12.116950608888414,long
MUMRES02DEL01 ,38.0,4.6,19.221315,72.862381,19.261315,72.902381,11-03-2022,windy,medium,2,meal,scooter,1.0,no,metropolitian,33,MUM,11,3,friday,0,5.0,15.0,afternoon,6.116971669682334,medium
KNPRES12DEL01 ,23.0,4.9,26.492106,80.327797,26.562106,80.397797,18-02-2022,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,19,KNP,18,2,friday,0,5.0,23.0,night,10.444390862228435,long
VADRES06DEL01 ,37.0,4.7,22.31279,73.170283,22.35279,73.210283,26-03-2022,fog,medium,2,snack,electric_scooter,0.0,no,urban,15,VAD,26,3,saturday,1,5.0,15.0,afternoon,6.058825169286296,medium
HYDRES03DEL02 ,,,17.422819,78.449578,17.442819,78.469578,28-03-2022,cloudy,high,1,meal,scooter,1.0,no,metropolitian,31,HYD,28,3,monday,0,,,,3.073687981631253,short
PUNERES13DEL02 ,38.0,4.8,18.56245,73.916619,18.61245,73.966619,01-04-2022,sunny,medium,2,drinks,motorcycle,1.0,no,metropolitian,24,PUNE,1,4,friday,0,15.0,17.0,afternoon,7.660348489150972,medium
RANCHIRES13DEL01 ,25.0,4.7,23.374989,85.335486,23.484989,85.445486,04-03-2022,windy,low,0,snack,motorcycle,1.0,no,metropolitian,23,RANCHI,4,3,friday,0,10.0,22.0,night,16.600060265890743,very_long
PUNERES20DEL01 ,22.0,4.9,18.592718,73.773572,18.632718,73.813572,01-03-2022,stormy,medium,0,snack,motorcycle,1.0,no,urban,29,PUNE,1,3,tuesday,0,15.0,15.0,afternoon,6.127848457033505,medium
CHENRES15DEL01 ,34.0,4.6,13.026286,80.275235,13.096286,80.345235,04-03-2022,sunny,medium,0,meal,motorcycle,1.0,no,urban,34,CHEN,4,3,friday,0,10.0,18.0,evening,10.86627754255923,long
RANCHIRES16DEL03 ,37.0,5.0,23.371292,85.327872,23.401292,85.357872,17-03-2022,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,36,RANCHI,17,3,thursday,0,10.0,20.0,evening,4.527973054243058,short
AGRRES15DEL02 ,28.0,4.9,,,,,14-02-2022,fog,medium,1,meal,scooter,0.0,no,metropolitian,28,AGR,14,2,monday,0,5.0,17.0,afternoon,,
SURRES16DEL01 ,25.0,5.0,21.160437,72.774209,21.200437,72.814209,26-03-2022,sunny,high,1,drinks,motorcycle,1.0,no,urban,13,SUR,26,3,saturday,1,10.0,14.0,afternoon,6.081389116676368,medium
JAPRES15DEL02 ,38.0,4.6,26.891191,75.802083,26.941191,75.852083,26-03-2022,cloudy,jam,0,buffet,motorcycle,1.0,no,urban,32,JAP,26,3,saturday,1,15.0,21.0,night,7.4489701519330795,medium
RANCHIRES11DEL02 ,32.0,5.0,23.359194,85.325447,23.489194,85.455447,12-03-2022,cloudy,medium,1,snack,scooter,1.0,yes,metropolitian,39,RANCHI,12,3,saturday,1,15.0,18.0,evening,19.618645096414927,very_long
MYSRES010DEL02 ,20.0,4.8,12.321214,76.621094,12.341214,76.641094,17-03-2022,fog,low,1,drinks,scooter,0.0,no,urban,10,MYS,17,3,thursday,0,5.0,10.0,morning,3.1089998000385433,short
INDORES18DEL02 ,31.0,4.8,22.753839,75.897429,22.803839,75.947429,01-04-2022,windy,medium,0,meal,motorcycle,0.0,no,metropolitian,29,INDO,1,4,friday,0,15.0,17.0,afternoon,7.562267471532845,medium
MYSRES13DEL01 ,30.0,4.6,12.310972,76.659264,12.380972,76.729264,20-03-2022,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,25,MYS,20,3,sunday,1,5.0,21.0,night,10.881199561003374,long
BANGRES11DEL01 ,,,12.934365,77.616155,13.004365,77.686155,20-03-2022,fog,medium,2,meal,motorcycle,0.0,no,metropolitian,37,BANG,20,3,sunday,1,,,,10.868240116750805,long
BANGRES02DEL01 ,25.0,4.8,12.970221,77.645396,13.010221,77.685396,05-03-2022,sandstorms,high,0,snack,motorcycle,1.0,no,metropolitian,26,BANG,5,3,saturday,1,15.0,15.0,afternoon,6.210169290102755,medium
JAPRES18DEL02 ,,,26.913987,75.752891,27.043987,75.882891,23-03-2022,,,3,meal,electric_scooter,1.0,no,metropolitian,12,JAP,23,3,wednesday,0,,,,19.362541804304527,very_long
CHENRES15DEL02 ,23.0,4.6,13.026286,80.275235,13.106286,80.355235,14-03-2022,fog,medium,1,meal,scooter,0.0,no,urban,27,CHEN,14,3,monday,0,10.0,17.0,afternoon,12.418480328292787,long
RANCHIRES04DEL01 ,37.0,4.2,23.359033,85.325347,23.399033,85.365347,05-03-2022,stormy,medium,2,meal,motorcycle,0.0,no,metropolitian,34,RANCHI,5,3,saturday,1,10.0,16.0,afternoon,6.037448590044755,medium
MUMRES11DEL01 ,29.0,4.9,18.994237,72.825553,19.004237,72.835553,15-03-2022,fog,low,2,buffet,scooter,0.0,no,metropolitian,16,MUM,15,3,tuesday,0,15.0,8.0,morning,1.5302997807730145,short
SURRES07DEL02 ,29.0,4.8,21.170798,72.790489,21.300798,72.920489,02-04-2022,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,29,SUR,2,4,saturday,1,10.0,21.0,night,19.76106632827125,very_long
SURRES07DEL01 ,25.0,2.7,21.170798,72.790489,21.240798,72.860489,06-04-2022,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,31,SUR,6,4,wednesday,0,15.0,22.0,night,10.641581256626232,long
ALHRES010DEL02 ,39.0,4.4,,,,,18-02-2022,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,37,ALH,18,2,friday,0,15.0,19.0,evening,,
SURRES04DEL01 ,35.0,4.7,21.173493,72.801953,21.283493,72.911953,04-03-2022,sunny,medium,2,buffet,electric_scooter,,no,metropolitian,27,SUR,4,3,friday,0,5.0,17.0,afternoon,16.721288103917214,very_long
RANCHIRES13DEL02 ,20.0,4.6,23.374989,85.335486,23.424989,85.385486,03-04-2022,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,21,RANCHI,3,4,sunday,1,10.0,21.0,night,7.54626481457244,medium
MYSRES01DEL03 ,22.0,4.7,12.311072,76.654878,12.401072,76.744878,02-03-2022,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,28,MYS,2,3,wednesday,0,15.0,22.0,night,13.98984971037147,long
DEHRES11DEL01 ,37.0,4.6,,,,,14-02-2022,sandstorms,medium,0,buffet,motorcycle,1.0,no,metropolitian,40,DEH,14,2,monday,0,5.0,17.0,afternoon,,
CHENRES20DEL01 ,31.0,4.7,12.975996,80.221898,13.045996,80.291898,23-03-2022,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,42,CHEN,23,3,wednesday,0,5.0,22.0,night,10.867352908691128,long
COIMBRES17DEL02 ,31.0,4.6,11.026117,76.944652,11.046117,76.964652,05-03-2022,windy,low,2,meal,motorcycle,1.0,no,urban,29,COIMB,5,3,saturday,1,5.0,10.0,morning,3.116121839413475,short
MYSRES20DEL01 ,26.0,4.6,12.337978,76.616792,12.447978,76.726792,29-03-2022,stormy,low,1,meal,motorcycle,0.0,no,metropolitian,17,MYS,29,3,tuesday,0,15.0,22.0,night,17.09752492719776,very_long
VADRES010DEL02 ,20.0,3.5,22.310329,73.169083,22.440329,73.299083,31-03-2022,sunny,low,1,meal,scooter,1.0,no,metropolitian,32,VAD,31,3,thursday,0,5.0,22.0,night,19.68840740892438,very_long
INDORES09DEL03 ,31.0,4.5,22.725835,75.887648,22.815835,75.977648,14-03-2022,sunny,jam,2,meal,scooter,1.0,no,metropolitian,24,INDO,14,3,monday,0,10.0,21.0,night,13.612447554496786,long
HYDRES07DEL02 ,28.0,4.9,17.424114,78.347554,17.554114,78.477554,23-03-2022,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,20,HYD,23,3,wednesday,0,5.0,19.0,evening,19.976027554946448,very_long
HYDRES08DEL02 ,25.0,4.5,17.438263,78.397865,17.518263,78.477865,25-03-2022,stormy,low,2,buffet,electric_scooter,1.0,no,metropolitian,16,HYD,25,3,friday,0,5.0,22.0,night,12.293290453033771,long
VADRES19DEL02 ,28.0,4.1,22.311844,73.165081,22.331844,73.185081,26-03-2022,cloudy,high,1,snack,scooter,0.0,no,metropolitian,32,VAD,26,3,saturday,1,15.0,11.0,morning,3.0295222215900934,short
JAPRES04DEL01 ,39.0,5.0,26.902328,75.794257,26.972328,75.864257,08-03-2022,stormy,medium,0,buffet,motorcycle,1.0,no,,38,JAP,8,3,tuesday,0,10.0,17.0,afternoon,10.42769256917753,long
VADRES12DEL02 ,26.0,4.8,,,,,12-03-2022,fog,jam,2,meal,scooter,1.0,no,metropolitian,37,VAD,12,3,saturday,1,10.0,19.0,evening,,
INDORES20DEL03 ,37.0,4.0,22.732225,75.874765,22.762225,75.904765,15-03-2022,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,32,INDO,15,3,tuesday,0,10.0,23.0,night,4.537843333696388,short
VADRES20DEL02 ,24.0,4.9,22.311358,73.164798,22.331358,73.184798,28-03-2022,sandstorms,low,2,drinks,electric_scooter,0.0,no,urban,16,VAD,28,3,monday,0,10.0,8.0,morning,3.029527086813746,short
GOARES15DEL02 ,25.0,,15.51315,73.78346,15.59315,73.86346,18-02-2022,sunny,medium,0,buffet,motorcycle,0.0,no,urban,23,GOA,18,2,friday,0,15.0,17.0,afternoon,12.352085635517101,long
JAPRES06DEL01 ,27.0,4.7,26.911927,75.797282,26.921927,75.807282,11-03-2022,sunny,low,1,drinks,motorcycle,1.0,no,metropolitian,21,JAP,11,3,friday,0,15.0,9.0,morning,1.489789766813,short
